,weightclass,R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds
311,Bantamweight,Cody Garbrandt,Henry Briones,-1000.0,650,10.0,650.0,7/11/2015,"Las Vegas, Nevada, USA", USA,Red,False,Bantamweight,MALE,3,0,1,0,32.0,0.5,1.0,0.0,0.0,1,0,2,0,0,0,0,0,1,0,1,Orthodox,172.72,175.26,135,0,1,0,49.0,0.36,0.0,1.0,0.33,1,0,3,0,0,0,0,1,0,0,1,Orthodox,172.72,165.1,135,24,34,0,0,0,0,0,-1,0,-1,1,0.0,10.16,-10,-17.0,1.0,-1.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,320.0,1002.0,800.0,2095.0,-185.0,1500.0
312,Women's Featherweight,Germaine de Randamie,Julianna Pena,-150.0,122,66.66666667,122.0,10/3/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Women's Bantamweight,FEMALE,3,0,1,0,2.96,0.51,0.9,2.6,0.52,4,1,13,1,0,0,3,2,0,0,5,Orthodox,167.64,175.26,135,1,0,0,2.72,0.47,0.2,0.0,0.0,5,3,28,2,0,1,3,4,0,0,8,Orthodox,175.26,180.34,135,36,31,-1,1,-1,-3,-2,-15,-1,-2,0,-7.62,-5.08,-5,0.24,0.7,2.6,1,1,4.0,1.0,,,,1.0,,,,,,,,,,,,,4.0,,,,,,,,,,Red,SUB,,,,,200.0,225.0,1800.0,500.0,325.0,900.0
313,Women's Featherweight,Germaine de Randamie,Anna Elmose,-400.0,325,25.0,325.0,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Red,False,Women's Bantamweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,165.1,115,0,1,0,26.66666667,0.366666667,0.0,0.0,0.0,1,1,6,0,0,1,0,1,0,0,2,Orthodox,175.26,180.34,135,32,31,0,-1,-1,-2,1,-6,0,-1,0,-15.24,-15.24,1,-26.66666667,0.0,0.0,0,1,,14.0,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Knee,1.0,3:46,226.0,180.0,545.0,1000.0,1670.0,105.0,1050.0
314,Featherweight,Max Holloway,Calvin Kattar,-162.0,138,61.72839506,138.0,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Featherweight,MALE,5,0,2,0,5.01,0.41,0.0,0.47,0.37,2,2,21,0,0,0,2,4,0,0,6,Orthodox,180.34,182.88,145,2,0,0,6.47,0.44,0.4,0.22,0.83,13,6,70,8,0,1,5,9,2,0,17,Orthodox,180.34,175.26,145,29,32,-2,2,-11,-11,-4,-49,-8,-5,-2,0.0,7.62,3,-1.46,-0.4,0.25,1,1,6.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,6.0,,,,Red,U-DEC,,,,,125.0,300.0,1400.0,2000.0,450.0,300.0
315,Featherweight,Max Holloway,Frankie Edgar,-335.0,275,29.85074627,275.0,7/27/2019,"Edmonton, Alberta, Canada", Canada,Red,True,Featherweight,MALE,5,0,1,1,3.6,0.4,0.3,2.34,0.31,5,6,83,9,0,0,10,5,2,0,17,Orthodox,167.64,172.72,145,1,0,0,6.66,0.44,0.4,0.24,0.83,13,4,55,6,0,1,4,9,2,0,16,Orthodox,180.34,175.26,145,27,37,1,1,-8,1,-2,28,3,-4,0,-12.7,-2.54,-10,-3.06,-0.1,2.1,0,1,4.0,0.0,,,,,,,,,,0.0,,,6.0,,,,,,,,,,4.0,,,,Red,U-DEC,,5.0,5:00,1500.0,190.0,432.0,1190.0,1900.0,140.0,1160.0
316,Featherweight,Max Holloway,Alexander Volkanovski,-200.0,170,50.0,170.0,12/14/2019,"Las Vegas, Nevada, USA", USA,Blue,True,Featherweight,MALE,5,0,7,0,,0.5901,0.52,2.78,0.381,7,0,18,0,0,0,4,3,0,0,7,Orthodox,167.64,181.61,145,0,1,0,,0.45,0.42,0.26,0.8333,13,4,60,4,0,1,5,8,2,1,17,Orthodox,180.34,175.26,145,28,31,0,6,-6,-10,4,-42,-4,-6,-2,-12.7,6.35,-3,0.0,0.1,2.52,0,1,1.0,0.0,,,,,,,,,,0.0,,,7.0,,,,,,,,,,1.0,,,,Red,U-DEC,,5.0,5:00,1500.0,135.0,260.0,1000.0,1400.0,350.0,450.0
317,Featherweight,Max Holloway,Dustin Poirier,-220.0,180,45.45454545,180.0,4/13/2019,"Atlanta, Georgia, USA", USA,Blue,True,Lightweight,MALE,5,0,3,0,52.38095238,0.498571429,0.619047619,1.142857143,0.253809524,4,5,45,0,1,0,4,8,3,0,16,Southpaw,175.26,182.88,155,0,13,0,85.63157895,0.44,0.368421053,0.263157895,0.210526316,13,3,50,4,0,1,4,8,2,1,16,Orthodox,180.34,175.26,155,27,30,0,-10,-9,0,-2,-5,-4,-1,1,-5.08,7.62,-3,-33.25062657,0.250626566,0.879699248,0,1,3.0,,,,,,,,,,,0.0,,,4.0,,,,,,,,,3.0,,,,,Blue,U-DEC,,5.0,5:00,1500.0,250.0,600.0,1000.0,800.0,110.0,375.0
318,Featherweight,Max Holloway,Brian Ortega,-110.0,-110,90.90909091,90.90909091,12/8/2018,"Toronto, Ontario, Canada", Canada,Red,True,Featherweight,MALE,5,0,6,0,35.57142857,0.347142857,1.142857143,0.142857143,0.047142857,6,1,16,0,0,0,0,3,3,0,6,Switch,172.72,175.26,145,0,12,0,74.27777778,0.431666667,0.388888889,0.222222222,0.166666667,12,3,46,3,0,1,4,8,2,0,15,Orthodox,180.34,175.26,155,27,27,0,-6,-6,-9,2,-30,-3,-5,1,-7.62,0.0,0,-38.70634921,0.753968254,-0.079365079,0,1,1.0,0.0,,,,,,,,,,0.0,,,5.0,,,,,,,,,,1.0,,,,Red,KO/TKO,,4.0,5:00,1200.0,175.0,350.0,1600.0,200.0,350.0,400.0
319,Featherweight,Max Holloway,Jose Aldo,-260.0,220,38.46153846,220.0,12/2/2017,"Detroit, Michigan, USA", USA,Red,True,Featherweight,MALE,5,1,0,0,56.4,0.411,0.3,1.2,0.238,7,2,39,10,0,0,6,2,0,0,8,Orthodox,170.18,177.8,145,0,11,0,68.41176471,0.431764706,0.411764706,0.235294118,0.176470588,11,3,43,2,0,1,4,7,2,0,14,Orthodox,180.34,175.26,155,25,31,-1,-11,-4,-6,1,-4,8,-5,-2,-10.16,2.54,-6,-12.01176471,-0.111764706,0.964705882,0,1,1.0,0.0,,,,,,,,,,0.0,,,4.0,,,,,,,,,,1.0,,,14.0,Red,KO/TKO,Punches,3.0,4:51,891.0,350.0,385.0,800.0,1785.0,-120.0,400.0
320,Featherweight,Max Holloway,Anthony Pettis,-300.0,250,33.33333333,250.0,12/10/2016,"Toronto, Ontario, Canada", Canada,Red,True,Featherweight,MALE,5,0,1,0,31.2,0.467,0.4,0.6,0.066,5,4,25,3,0,1,0,2,3,0,6,Orthodox,177.8,182.88,170,0,9,0,64.33333333,0.426,0.466666667,0.133333333,0.133333333,9,3,37,0,0,1,4,5,2,0,12,Orthodox,180.34,175.26,155,25,29,0,-8,-4,-6,-1,-12,3,-3,1,-2.54,7.62,-4,-33.13333333,-0.066666667,0.466666667,0,1,5.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,5.0,,,,Red,KO/TKO,Punches,3.0,4:50,890.0,140.0,425.0,700.0,625.0,260.0,650.0
321,Featherweight,Max Holloway,Ricardo Lamas,-270.0,230,37.03703704,230.0,6/4/2016,"Los Angeles, California, USA", USA,Red,False,Featherweight,MALE,3,0,1,0,27.33333333,0.436666667,0.777777778,1.222222222,0.213333333,4,2,21,1,0,0,3,2,2,0,7,Orthodox,172.72,180.34,145,0,8,0,61.57142857,0.420714286,0.357142857,0.142857143,0.142857143,8,3,34,0,0,1,3,5,2,0,11,Orthodox,180.34,175.26,155,24,34,0,-7,-4,-4,1,-13,1,-3,0,-7.62,5.08,-10,-34.23809524,0.420634921,1.079365079,0,1,5.0,4.0,,,,,,,,,,4.0,,,,,,,,,,,,,5.0,,,,Red,U-DEC,,3.0,5:00,900.0,105.0,380.0,800.0,1250.0,285.0,1200.0
322,Featherweight,Max Holloway,Jeremy Stephens,-450.0,360,22.22222222,360.0,12/12/2015,"Las Vegas, Nevada, USA", USA,Red,False,Featherweight,MALE,3,0,1,0,33.61904762,0.468095238,0.428571429,1.285714286,0.336666667,3,10,56,0,0,1,4,5,0,1,11,Orthodox,172.72,180.34,145,0,7,0,61.92307692,0.409230769,0.384615385,0.076923077,0.076923077,7,3,31,0,0,1,2,5,2,0,10,Orthodox,180.34,175.26,155,24,29,0,-6,-4,1,-7,25,0,1,-2,-7.62,5.08,-5,-28.3040293,0.043956044,1.208791209,0,1,8.0,5.0,,,,,,,,,,5.0,,,,,,,,,,,,,8.0,,,,Red,U-DEC,,3.0,5:00,900.0,-110.0,1000.0,525.0,2000.0,275.0,675.0
323,Featherweight,Max Holloway,Charles Oliveira,-255.0,215,39.21568627,215.0,8/23/2015,"Saskatoon, Saskatchewan, Canada", Canada,Red,False,Featherweight,MALE,5,0,4,0,25.38461538,0.526923077,1.461538462,1.153846154,0.343846154,4,5,26,0,0,0,1,0,7,0,8,Orthodox,177.8,187.96,155,0,6,0,65.91666667,0.403333333,0.416666667,0.083333333,0.083333333,6,3,30,0,0,1,2,4,2,0,9,Orthodox,180.34,175.26,155,23,25,0,-2,-2,-1,-2,-4,0,-4,5,-2.54,12.7,-2,-40.53205129,1.044871795,1.070512821,0,1,7.0,5.0,,,,,,,,,,5.0,,,,,,,,,,,,,7.0,,,,Red,KO/TKO,,1.0,1:39,99.0,335.0,850.0,900.0,310.0,115.0,1400.0
324,Featherweight,Max Holloway,Cole Miller,-450.0,400,22.22222222,400.0,2/14/2015,"Broomfield, Colorado, USA", USA,Red,False,Featherweight,MALE,3,0,2,0,30.75,0.3275,1.4375,0.3125,0.153125,2,6,34,0,0,0,2,1,7,0,10,Orthodox,185.42,187.96,145,0,4,0,65.2,0.411,0.2,0.0,0.0,4,3,24,0,0,1,1,4,1,0,7,Orthodox,180.34,175.26,155,23,30,0,-2,-2,3,-3,10,0,-3,6,5.08,12.7,-7,-34.45,1.2375,0.3125,0,1,,13.0,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,152.0,600.0,2750.0,800.0,120.0,2250.0
325,Featherweight,Max Holloway,Clay Collard,-950.0,625,10.52631579,625.0,8/23/2014,"Tulsa, Oklahoma, USA", USA,Red,False,Catch Weight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,145,0,2,0,62.125,0.36375,0.25,0.0,0.0,3,3,20,0,0,1,1,2,1,0,5,Orthodox,180.34,175.26,155,22,21,0,-2,-3,-5,3,-20,0,-2,-1,0.0,10.16,1,-62.125,-0.25,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,3.0,3:47,827.0,142.0,1000.0,656.0,1650.0,135.0,1470.0
326,Featherweight,Max Holloway,Andre Fili,125.0,-135,125.0,74.07407407,4/26/2014,"Baltimore, Maryland, USA", USA,Red,False,Featherweight,MALE,3,0,1,0,55.0,0.52,0.0,1.0,1.0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,180.34,187.96,145,0,1,0,64.28571429,0.371428571,0.0,0.0,0.0,3,3,17,0,0,1,1,2,0,0,4,Orthodox,180.34,175.26,155,22,23,0,0,-2,-3,3,-15,0,-1,0,0.0,12.7,-1,-9.28571429,0.0,1.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,3.0,3:39,819.0,201.0,220.0,1570.0,600.0,830.0,325.0
327,Featherweight,Max Holloway,Will Chope,-265.0,245,37.73584906,245.0,1/4/2014,"Singapore, Singapore", Singapore,Red,False,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,193.04,193.04,145,2,0,0,62.66666667,0.345,0.0,0.0,0.0,3,3,15,0,0,1,1,1,0,0,3,Orthodox,180.34,175.26,155,22,23,2,0,-3,-3,3,-15,0,-1,0,12.7,17.78,-1,-62.66666667,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2.0,2:27,447.0,150.0,500.0,,,,
328,Featherweight,Max Holloway,Pat Schilling,-140.0,130,71.42857143,130.0,6/1/2012,"Las Vegas, Nevada, USA", USA,Red,False,Featherweight,MALE,3,1,0,0,4.0,0.57,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,145,1,0,0,11.0,0.34,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,180.34,175.26,155,20,23,0,0,0,0,0,0,0,0,0,-7.62,0.0,-3,-7.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,304.0,850.0,,,,
329,Women's Featherweight,Cris Cyborg,Felicia Spencer,-380.0,315,26.31578947,315.0,7/27/2019,"Edmonton, Alberta, Canada", Canada,Red,False,Women's Featherweight,FEMALE,3,0,1,0,3.26,0.51,0.8,0.82,0.1,1,0,1,0,0,0,0,0,1,0,1,Orthodox,167.64,172.72,145,1,0,0,7.28,0.52,0.4,0.66,0.55,11,1,27,4,0,0,2,9,0,0,11,Orthodox,172.72,172.72,145,34,28,1,1,-10,-10,1,-26,-4,-9,1,-5.08,0.0,6,-4.02,0.4,0.16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,1300.0,,542.0,,1263.0
330,Women's Featherweight,Cris Cyborg,Amanda Nunes,-210.0,175,47.61904762,175.0,12/29/2018,"Los Angeles, California, USA", USA,Blue,True,Women's Featherweight,FEMALE,5,0,7,0,40.4,0.566,0.4,1.1,0.282,7,1,22,4,0,1,1,5,2,0,9,Orthodox,172.72,175.26,145,0,5,0,67.0,0.62,0.0,0.6,0.4,5,0,12,3,0,0,1,4,0,0,5,Orthodox,172.72,172.72,145,33,30,0,2,2,4,-1,10,1,1,2,0.0,2.54,3,-26.6,0.4,0.5,0,1,,0.0,,0.0,,,,,,,,,,,11.0,,,,0.0,,,,,,,,,14.0,Red,,,,,,,450.0,,800.0,,600.0
331,Women's Featherweight,Cris Cyborg,Yana Kunitskaya,-1000.0,650,10.0,650.0,3/3/2018,"Las Vegas, Nevada, USA", USA,Red,True,Women's Featherweight,FEMALE,5,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,135,0,4,0,75.5,0.585,0.0,0.5,0.25,4,0,11,2,0,0,1,3,0,0,4,Orthodox,172.72,172.72,145,32,28,0,-4,-4,-4,0,-11,-2,-3,0,-5.08,0.0,4,-75.5,0.0,-0.5,0,1,,0.0,,0.0,,,,,,,,,,,9.0,,,,,,,,,,,,,,Red,,,,,,,2000.0,,2000.0,,1500.0
332,Women's Featherweight,Cris Cyborg,Holly Holm,-325.0,265,30.76923077,265.0,12/30/2017,"Las Vegas, Nevada, USA", USA,Red,True,Women's Featherweight,FEMALE,5,0,1,0,51.71428571,0.402857143,0.0,0.285714286,0.285714286,3,3,26,3,0,1,1,2,0,0,4,Southpaw,172.72,175.26,145,0,3,0,61.33333333,0.606666667,0.0,0.666666667,0.333333333,3,0,6,1,0,0,0,3,0,0,3,Orthodox,172.72,172.72,145,32,36,0,-2,0,1,-3,20,2,-1,0,0.0,2.54,-4,-9.61904762,0.0,-0.380952381,0,1,,0.0,,0.0,,,,,,,,,,,10.0,,,,2.0,,,,,,,,,,Red,,,,,,,400.0,,2000.0,,450.0
333,Women's Featherweight,Cris Cyborg,Tonya Evinger,-1250.0,800,8.0,800.0,7/29/2017,"Anaheim, California, USA", USA,Red,True,Women's Featherweight,FEMALE,5,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,135,0,2,0,55.0,0.655,0.0,1.0,0.5,2,0,3,0,0,0,0,2,0,0,2,Orthodox,172.72,172.72,145,32,36,0,-2,-2,-2,0,-3,0,-2,0,-2.54,5.08,-4,-55.0,0.0,-1.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,2300.0,,1200.0,,2000.0
334,Women's Featherweight,Cris Cyborg,Lina Lansberg,-1000.0,650,10.0,650.0,9/24/2016,"Brasilia, Distrito Federal, Brazil", Brazil,Red,False,Catch Weight,MALE,5,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,165.1,135,0,1,0,26.0,0.65,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,172.72,172.72,145,31,34,0,-1,-1,-1,0,-1,0,-1,0,-2.54,-7.62,-3,-26.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,2000.0,,1800.0,,1000.0
335,Women's Featherweight,Cris Cyborg,Leslie Smith,-1500.0,1200,6.666666667,1200.0,5/14/2016,"Curitiba, Parana, Brazil", Brazil,Red,False,Catch Weight,MALE,3,0,1,0,51.25,0.3875,0.0,0.0,0.0,1,2,9,0,0,0,1,1,0,0,2,Orthodox,175.26,167.64,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,145,30,33,0,1,1,2,-2,9,0,1,0,2.54,-5.08,-3,51.25,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,2000.0,,2950.0,,2000.0
336,Women's Strawweight,Rose Namajunas,Jessica Andrade,120.0,-140,120.0,71.42857143,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Blue,True,Women's Strawweight,FEMALE,5,0,3,0,72.85714286,0.549285714,0.357142857,2.357142857,0.524285714,3,4,33,1,0,1,5,2,2,0,10,Orthodox,154.94,157.48,115,0,3,0,47.625,0.4425,0.75,2.0,0.5575,3,2,23,3,0,0,2,1,3,0,6,Orthodox,165.1,165.1,115,26,27,0,0,0,4,-2,10,-2,1,-1,-10.16,-7.62,-1,25.23214286,-0.392857143,0.357142857,0,1,1.0,0.0,,,0.0,,,,,,,,,,14.0,,,1.0,,,,,,,,,,,Red,KO/TKO,Slam,2.0,2:58,478.0,300.0,250.0,350.0,675.0,800.0,300.0
337,Women's Strawweight,Rose Namajunas,Joanna Jedrzejczyk,-110.0,-110,90.90909091,90.90909091,4/7/2018,"Brooklyn, New York, USA", USA,Red,True,Women's Strawweight,FEMALE,5,1,0,0,117.7777778,0.434444444,0.0,0.222222222,0.166666667,8,1,32,7,0,1,5,2,0,0,8,Orthodox,167.64,165.1,125,0,2,0,39.42857143,0.457142857,0.857142857,2.142857143,0.565714286,3,2,18,2,0,0,1,1,3,0,5,Orthodox,165.1,165.1,115,25,30,-1,-2,5,3,1,14,5,1,-3,2.54,0.0,-5,78.34920637,-0.857142857,-1.920634921,0,1,1.0,0.0,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,15.0,Red,U-DEC,,5.0,5:00,1500.0,475.0,180.0,350.0,2350.0,330.0,375.0
338,Women's Strawweight,Rose Namajunas,Michelle Waterson,110.0,-130,110.0,76.92307692,4/15/2017,"Kansas City, Missouri, USA", USA,Red,False,Women's Strawweight,FEMALE,3,0,2,0,29.5,0.74,3.0,2.0,1.0,2,0,4,0,0,0,0,0,2,0,2,Orthodox,160.02,157.48,115,1,0,0,42.8,0.422,1.0,2.8,0.592,3,2,15,1,0,0,1,0,2,0,3,Orthodox,165.1,165.1,115,24,31,1,2,-1,-1,2,-11,-1,0,0,-5.08,-7.62,-7,-13.3,2.0,-0.8,0,1,6.0,4.0,,,4.0,,,,,,,,,,,,,6.0,,,,,,,,,,,Red,SUB,Rear Naked Choke,2.0,2:47,467.0,200.0,230.0,400.0,450.0,650.0,800.0
339,Women's Strawweight,Rose Namajunas,Karolina Kowalkiewicz,-190.0,165,52.63157895,165.0,7/30/2016,"Atlanta, Georgia, USA", USA,Blue,False,Women's Strawweight,FEMALE,3,0,2,0,92.5,0.42,0.0,0.0,0.0,2,0,6,0,0,0,2,0,0,0,2,Orthodox,160.02,162.56,115,0,3,0,36.0,0.4075,1.25,3.0,0.6575,3,1,12,1,0,0,1,0,2,0,3,Orthodox,165.1,165.1,115,24,30,0,-1,-1,-1,1,-6,-1,0,-2,-5.08,-2.54,-6,56.5,-1.25,-3.0,0,1,5.0,3.0,,,3.0,,,,,,,,,,,,,5.0,,,,,,,,,,,Red,S-DEC,,3.0,5:00,900.0,130.0,280.0,300.0,1210.0,950.0,725.0
340,Women's Strawweight,Rose Namajunas,Tecia Torres,-160.0,140,62.5,140.0,4/16/2016,"Tampa, Florida, USA", USA,Red,False,Women's Strawweight,FEMALE,3,0,3,0,68.33333333,0.483333333,0.0,1.0,0.386666667,3,0,9,0,0,0,3,0,0,0,3,Orthodox,154.94,152.4,115,0,2,0,32.66666667,0.446666667,1.666666667,3.333333333,0.71,2,1,9,1,0,0,0,0,2,0,2,Orthodox,165.1,165.1,115,23,26,0,1,1,1,1,0,-1,0,-2,-10.16,-12.7,-3,35.66666666,-1.666666667,-2.333333333,0,1,4.0,3.0,,,3.0,,,,,,,,,,,,,4.0,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,190.0,200.0,210.0,1500.0,1000.0,1200.0
341,Women's Strawweight,Rose Namajunas,Paige VanZant,120.0,-140,120.0,71.42857143,12/10/2015,"Las Vegas, Nevada, USA", USA,Red,False,Women's Strawweight,FEMALE,5,0,3,0,67.0,0.613333333,1.333333333,2.666666667,0.44,3,0,9,0,0,0,1,1,1,0,3,Orthodox,162.56,165.1,115,0,1,0,20.5,0.385,0.5,1.0,0.665,1,1,4,1,0,0,0,0,1,0,1,Orthodox,165.1,165.1,115,23,21,0,2,2,2,1,5,-1,1,0,-2.54,0.0,2,46.5,0.833333333,1.666666667,0,1,7.0,3.0,,,3.0,,,,,,,,,,,,,7.0,,,,,,,,,,,Red,SUB,Rear Naked Choke,5.0,2:25,1345.0,600.0,,250.0,,950.0,
342,Women's Strawweight,Rose Namajunas,Angela Hill,-265.0,245,37.73584906,245.0,10/3/2015,"Houston, Texas, USA", USA,Red,False,Women's Strawweight,FEMALE,3,1,0,0,67.0,0.53,0.0,0.0,0.0,1,1,6,0,0,0,1,0,0,0,1,Orthodox,160.02,162.56,115,1,0,0,28.0,0.38,0.0,1.0,0.33,0,1,3,1,0,0,0,0,0,0,0,Orthodox,165.1,165.1,115,23,30,0,0,1,1,0,3,-1,0,0,-5.08,-2.54,-7,39.0,0.0,-1.0,0,1,,4.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,Red,SUB,Rear Naked Choke,1.0,2:47,167.0,230.0,328.0,165.0,1500.0,815.0,981.0
343,Women's Flyweight,Nicco Montano,Roxanne Modafferi,-210.0,175,47.61904762,175.0,12/1/2017,"Las Vegas, Nevada, USA", USA,Red,True,Women's Flyweight,FEMALE,5,1,0,0,42.0,0.21,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,125,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,165.1,165.1,125,28,35,-1,0,0,0,-1,3,0,0,0,5.08,10.16,-7,42.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,5.0,5:00,1500.0,189.0,300.0,1135.0,700.0,220.0,950.0
344,Middleweight,Robert Whittaker,Kelvin Gastelum,-245.0,205,40.81632653,205.0,4/17/2021,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,5,0,1,0,3.52,0.42,0.1,1.16,0.37,5,6,47,1,0,3,3,3,2,0,11,Southpaw,175.26,180.34,185,0,2,0,4.68,0.41,0.0,0.64,0.34,9,3,45,2,0,1,7,5,0,0,13,Orthodox,182.88,185.42,185,30,29,0,-1,-4,-2,3,2,-1,-2,2,-7.62,-5.08,-1,-1.16,0.1,0.52,1,1,8.0,1.0,,,,,,,1.0,,,,,,13.0,,,,,,,8.0,,,,,,,Red,U-DEC,,,,,125.0,550.0,1200.0,1400.0,225.0,400.0
345,Middleweight,Robert Whittaker,Jared Cannonier,-110.0,-110,90.90909091,90.90909091,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Middleweight,MALE,3,0,3,0,3.72,0.51,0.0,0.18,0.33,3,4,20,0,0,0,1,5,0,0,6,Switch,180.34,195.58,185,0,1,0,4.51,0.4,0.0,0.46,0.3,9,3,42,2,0,1,6,5,0,0,12,Orthodox,182.88,185.42,185,29,36,0,2,-6,-6,1,-22,-2,0,0,-2.54,10.16,7,-0.79,0.0,-0.28,1,1,2.0,1.0,,,,,,,1.0,,,,,,12.0,,,,,,,2.0,,,,,,,Red,U-DEC,,,,,210.0,500.0,1800.0,2500.0,400.0,150.0
