,weightclass,R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds
191,Light Heavyweight,Daniel Cormier,Derrick Lewis,-380.0,315,26.31578947,315.0,11/3/2018,"New York City, New York, USA", USA,Red,True,Heavyweight,MALE,5,0,3,0,27.66666667,0.552,0.0,0.333333333,0.222,6,3,34,0,0,1,1,10,0,0,12,Orthodox,190.5,200.66,260,0,2,0,50.5,0.549166667,0.583333333,1.416666667,0.370833333,4,2,34,7,0,1,3,3,3,0,10,Orthodox,180.34,182.88,235,39,33,0,1,2,2,-1,0,-7,7,-3,10.16,17.78,6,-22.83333333,-0.583333333,-1.083333334,0,1,2.0,0.0,,,,,0.0,0.0,,,,,,,1.0,,,,,2.0,,,,,,,,,Red,SUB,Rear Naked Choke,2.0,2:14,434.0,1040.0,2000.0,150.0,3300.0,125.0,375.0
192,Light Heavyweight,Daniel Cormier,Volkan Oezdemir,-345.0,285,28.98550725,285.0,1/20/2018,"Boston, Massachusetts, USA", USA,Red,True,Light Heavyweight,MALE,5,0,3,0,33.0,0.596666667,0.0,0.0,0.0,3,0,5,0,0,1,0,2,0,0,3,Orthodox,187.96,190.5,205,1,0,0,54.9,0.54,0.6,1.5,0.379,4,2,31,5,0,1,3,1,3,0,8,Orthodox,180.34,182.88,235,38,28,1,3,-1,-5,2,-26,-5,1,-3,7.62,7.62,10,-21.9,-0.6,-1.5,0,1,2.0,0.0,,,,,,0.0,,,,,,,5.0,,,,,,2.0,,,,,,,,Red,KO/TKO,Punches,2.0,2:00,420.0,400.0,825.0,145.0,2200.0,250.0,325.0
193,Light Heavyweight,Daniel Cormier,Anthony Johnson,120.0,-140,120.0,71.42857143,4/8/2017,"Buffalo, New York, USA", USA,Red,True,Light Heavyweight,MALE,5,0,3,0,19.94444444,0.506111111,0.277777778,1.0,0.271111111,3,5,31,1,0,0,2,11,0,0,13,Orthodox,187.96,198.12,205,0,3,0,56.875,0.515,0.625,1.75,0.41125,4,1,26,3,0,1,3,1,2,0,7,Orthodox,180.34,182.88,235,38,33,0,0,-1,6,-4,5,-2,10,-2,7.62,15.24,5,-36.93055556,-0.347222222,-0.75,0,1,1.0,0.0,,,,,,0.0,,,,,,,3.0,,,,,,1.0,,,,,,,,Red,SUB,Rear Naked Choke,2.0,3:37,517.0,625.0,805.0,250.0,1800.0,525.0,117.0
194,Light Heavyweight,Daniel Cormier,Anderson Silva,-430.0,345,23.25581395,345.0,7/9/2016,"Las Vegas, Nevada, USA", USA,Red,False,Light Heavyweight,MALE,3,4,0,0,34.0,0.6695,0.3,0.15,0.15,16,4,49,13,0,0,2,11,3,0,16,Southpaw,187.96,195.58,185,0,2,0,60.28571429,0.515714286,0.714285714,1.571428571,0.327142857,4,1,23,3,0,1,2,1,2,0,6,Orthodox,180.34,182.88,235,37,41,-4,-2,12,10,-3,26,10,10,1,7.62,12.7,-4,-26.28571429,-0.414285714,-1.421428571,0,1,,0.0,,,,,,0.0,,,,,,,7.0,,,,,,,5.0,,,,,,,Red,U-DEC,,3.0,5:00,900.0,200.0,1200.0,350.0,1400.0,140.0,625.0
195,Light Heavyweight,Daniel Cormier,Alexander Gustafsson,-255.0,215,39.21568627,215.0,10/3/2015,"Houston, Texas, USA", USA,Red,True,Light Heavyweight,MALE,5,1,0,0,34.0,0.374545455,0.454545455,1.090909091,0.298181818,6,3,22,1,0,0,2,4,2,0,8,Orthodox,195.58,200.66,205,0,1,0,47.0,0.52,0.833333333,1.666666667,0.348333333,4,1,18,2,0,0,2,1,2,0,5,Orthodox,180.34,182.88,235,36,28,-1,-1,2,3,-2,4,-1,3,0,15.24,17.78,8,-13.0,-0.378787878,-0.575757576,0,1,2.0,0.0,,,,,,0.0,,,,,,,9.0,,,,,,2.0,,,,,,,,Red,S-DEC,,5.0,5:00,1500.0,170.0,475.0,275.0,1500.0,400.0,525.0
196,Light Heavyweight,Daniel Cormier,Dan Henderson,-750.0,525,13.33333333,525.0,5/24/2014,"Las Vegas, Nevada, USA", USA,Red,False,Light Heavyweight,MALE,3,0,1,0,33.91666667,0.476666667,0.416666667,1.166666667,0.328333333,4,5,34,3,0,2,3,2,0,0,7,Orthodox,180.34,187.96,185,0,3,0,50.33333333,0.53,0.0,1.0,0.2,3,0,7,0,0,0,2,1,0,0,3,Orthodox,180.34,182.88,235,35,43,0,-2,1,4,-5,27,3,1,0,0.0,5.08,-8,-16.41666666,0.416666667,0.166666667,0,1,6.0,4.0,,,,,,4.0,,,,,,,,,,,,,6.0,,,,,,,,Red,SUB,Rear Naked Choke,3.0,3:53,833.0,-120.0,1500.0,1000.0,2500.0,150.0,800.0
197,Light Heavyweight,Daniel Cormier,Patrick Cummins,-750.0,600,13.33333333,600.0,2/22/2014,"Las Vegas, Nevada, USA", USA,Red,False,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,193.04,205,0,2,0,66.5,0.555,0.0,1.5,0.3,2,0,6,0,0,0,2,0,0,0,2,Orthodox,180.34,182.88,235,34,33,0,-2,-2,-2,0,-6,0,0,0,7.62,10.16,1,-66.5,0.0,-1.5,0,1,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,1:19,79.0,209.0,847.0,1040.0,2785.0,-165.0,2100.0
198,Light Heavyweight,Daniel Cormier,Roy Nelson,-500.0,435,20.0,435.0,10/19/2013,"Houston, Texas, USA", USA,Red,False,Heavyweight,MALE,3,1,0,0,18.6,0.392,0.1,0.3,0.15,3,4,20,1,0,0,0,6,0,0,6,Orthodox,182.88,182.88,263,0,1,0,59.0,0.61,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,180.34,182.88,235,34,37,-1,-1,2,5,-4,17,1,6,0,2.54,0.0,-3,-40.4,0.1,0.3,0,1,9.0,2.0,,,,,2.0,,,,,,,,,,,,,9.0,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,-155.0,1600.0,1800.0,2300.0,275.0,475.0
199,Heavyweight,Daniel Cormier,Stipe Miocic,-145.0,125,68.96551724,125.0,8/17/2019,"Anaheim, California, USA", USA,Blue,True,Heavyweight,MALE,5,1,0,0,4.95,0.52,0.0,2.2,0.37,6,3,35,6,0,0,4,8,0,0,12,Orthodox,193.04,203.2,240,0,7,0,4.25,0.52,0.5,1.95,0.44,12,1,54,8,0,1,6,8,4,0,19,Orthodox,180.34,182.88,235,40,36,-1,-7,-6,-7,-2,-19,-2,0,-4,12.7,20.32,4,0.7,-0.5,0.25,0,1,1.0,0.0,,,,,0.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,11.0,Red,KO/TKO,Punches,4.0,4:09,1149.0,430.0,485.0,600.0,3000.0,175.0,190.0
200,Heavyweight,Daniel Cormier,Derrick Lewis,-380.0,315,26.31578947,315.0,11/3/2018,"New York City, New York, USA", USA,Red,True,Heavyweight,MALE,5,0,3,0,27.66666667,0.552,0.0,0.333333333,0.222,6,3,34,0,0,1,1,10,0,0,12,Orthodox,190.5,200.66,260,0,2,0,50.5,0.549166667,0.583333333,1.416666667,0.370833333,4,2,34,7,0,1,3,3,3,0,10,Orthodox,180.34,182.88,235,39,33,0,1,2,2,-1,0,-7,7,-3,10.16,17.78,6,-22.83333333,-0.583333333,-1.083333334,0,1,2.0,0.0,,,,,0.0,0.0,,,,,,,1.0,,,,,2.0,,,,,,,,,Red,SUB,Rear Naked Choke,2.0,2:14,434.0,1040.0,2000.0,150.0,3300.0,125.0,375.0
201,Heavyweight,Daniel Cormier,Volkan Oezdemir,-345.0,285,28.98550725,285.0,1/20/2018,"Boston, Massachusetts, USA", USA,Red,True,Light Heavyweight,MALE,5,0,3,0,33.0,0.596666667,0.0,0.0,0.0,3,0,5,0,0,1,0,2,0,0,3,Orthodox,187.96,190.5,205,1,0,0,54.9,0.54,0.6,1.5,0.379,4,2,31,5,0,1,3,1,3,0,8,Orthodox,180.34,182.88,235,38,28,1,3,-1,-5,2,-26,-5,1,-3,7.62,7.62,10,-21.9,-0.6,-1.5,0,1,2.0,0.0,,,,,,0.0,,,,,,,5.0,,,,,,2.0,,,,,,,,Red,KO/TKO,Punches,2.0,2:00,420.0,400.0,825.0,145.0,2200.0,250.0,325.0
202,Heavyweight,Daniel Cormier,Anthony Johnson,120.0,-140,120.0,71.42857143,4/8/2017,"Buffalo, New York, USA", USA,Red,True,Light Heavyweight,MALE,5,0,3,0,19.94444444,0.506111111,0.277777778,1.0,0.271111111,3,5,31,1,0,0,2,11,0,0,13,Orthodox,187.96,198.12,205,0,3,0,56.875,0.515,0.625,1.75,0.41125,4,1,26,3,0,1,3,1,2,0,7,Orthodox,180.34,182.88,235,38,33,0,0,-1,6,-4,5,-2,10,-2,7.62,15.24,5,-36.93055556,-0.347222222,-0.75,0,1,1.0,0.0,,,,,,0.0,,,,,,,3.0,,,,,,1.0,,,,,,,,Red,SUB,Rear Naked Choke,2.0,3:37,517.0,625.0,805.0,250.0,1800.0,525.0,117.0
203,Heavyweight,Daniel Cormier,Anderson Silva,-430.0,345,23.25581395,345.0,7/9/2016,"Las Vegas, Nevada, USA", USA,Red,False,Light Heavyweight,MALE,3,4,0,0,34.0,0.6695,0.3,0.15,0.15,16,4,49,13,0,0,2,11,3,0,16,Southpaw,187.96,195.58,185,0,2,0,60.28571429,0.515714286,0.714285714,1.571428571,0.327142857,4,1,23,3,0,1,2,1,2,0,6,Orthodox,180.34,182.88,235,37,41,-4,-2,12,10,-3,26,10,10,1,7.62,12.7,-4,-26.28571429,-0.414285714,-1.421428571,0,1,,0.0,,,,,,0.0,,,,,,,7.0,,,,,,,5.0,,,,,,,Red,U-DEC,,3.0,5:00,900.0,200.0,1200.0,350.0,1400.0,140.0,625.0
204,Heavyweight,Daniel Cormier,Alexander Gustafsson,-255.0,215,39.21568627,215.0,10/3/2015,"Houston, Texas, USA", USA,Red,True,Light Heavyweight,MALE,5,1,0,0,34.0,0.374545455,0.454545455,1.090909091,0.298181818,6,3,22,1,0,0,2,4,2,0,8,Orthodox,195.58,200.66,205,0,1,0,47.0,0.52,0.833333333,1.666666667,0.348333333,4,1,18,2,0,0,2,1,2,0,5,Orthodox,180.34,182.88,235,36,28,-1,-1,2,3,-2,4,-1,3,0,15.24,17.78,8,-13.0,-0.378787878,-0.575757576,0,1,2.0,0.0,,,,,,0.0,,,,,,,9.0,,,,,,2.0,,,,,,,,Red,S-DEC,,5.0,5:00,1500.0,170.0,475.0,275.0,1500.0,400.0,525.0
205,Heavyweight,Daniel Cormier,Dan Henderson,-750.0,525,13.33333333,525.0,5/24/2014,"Las Vegas, Nevada, USA", USA,Red,False,Light Heavyweight,MALE,3,0,1,0,33.91666667,0.476666667,0.416666667,1.166666667,0.328333333,4,5,34,3,0,2,3,2,0,0,7,Orthodox,180.34,187.96,185,0,3,0,50.33333333,0.53,0.0,1.0,0.2,3,0,7,0,0,0,2,1,0,0,3,Orthodox,180.34,182.88,235,35,43,0,-2,1,4,-5,27,3,1,0,0.0,5.08,-8,-16.41666666,0.416666667,0.166666667,0,1,6.0,4.0,,,,,,4.0,,,,,,,,,,,,,6.0,,,,,,,,Red,SUB,Rear Naked Choke,3.0,3:53,833.0,-120.0,1500.0,1000.0,2500.0,150.0,800.0
206,Heavyweight,Daniel Cormier,Patrick Cummins,-750.0,600,13.33333333,600.0,2/22/2014,"Las Vegas, Nevada, USA", USA,Red,False,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,193.04,205,0,2,0,66.5,0.555,0.0,1.5,0.3,2,0,6,0,0,0,2,0,0,0,2,Orthodox,180.34,182.88,235,34,33,0,-2,-2,-2,0,-6,0,0,0,7.62,10.16,1,-66.5,0.0,-1.5,0,1,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,1:19,79.0,209.0,847.0,1040.0,2785.0,-165.0,2100.0
207,Heavyweight,Daniel Cormier,Roy Nelson,-500.0,435,20.0,435.0,10/19/2013,"Houston, Texas, USA", USA,Red,False,Heavyweight,MALE,3,1,0,0,18.6,0.392,0.1,0.3,0.15,3,4,20,1,0,0,0,6,0,0,6,Orthodox,182.88,182.88,263,0,1,0,59.0,0.61,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,180.34,182.88,235,34,37,-1,-1,2,5,-4,17,1,6,0,2.54,0.0,-3,-40.4,0.1,0.3,0,1,9.0,2.0,,,,,2.0,,,,,,,,,,,,,9.0,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,-155.0,1600.0,1800.0,2300.0,275.0,475.0
208,Heavyweight,Fabricio Werdum,Alexander Gustafsson,260.0,-335,260.0,29.85074627,7/25/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Heavyweight,MALE,3,2,0,0,4.02,0.4,0.4,1.56,0.39,6,6,42,3,0,0,3,5,2,0,10,Orthodox,195.58,200.66,205,2,0,0,3.61,0.52,1.1,1.71,0.31,6,9,71,3,0,0,6,6,10,0,22,Orthodox,193.04,195.58,231,42,33,0,0,0,-12,-3,-29,0,-1,-8,2.54,5.08,-9,0.41,-0.7,-0.15,1,1,7.0,14.0,,,,,14.0,,,,,,,,,,,,,7.0,,,,,,,,,Blue,SUB,Armbar,1.0,2:30,150.0,600.0,170.0,550.0,1400.0,900.0,120.0
209,Heavyweight,Fabricio Werdum,Alexander Volkov,-210.0,175,47.61904762,175.0,3/17/2018,"London, England, United Kingdom", United Kingdom,Blue,False,Heavyweight,MALE,5,0,3,0,100.6666667,0.576666667,0.0,1.0,0.5,3,0,9,0,0,1,1,1,0,0,3,Orthodox,200.66,203.2,250,0,2,0,52.33333333,0.534666667,0.266666667,0.6,0.208666667,6,4,36,3,0,0,4,4,3,0,11,Orthodox,193.04,195.58,231,40,29,0,1,-3,-8,4,-27,-3,-3,-3,7.62,7.62,11,48.33333337,-0.266666667,0.4,0,1,8.0,3.0,,,,,3.0,,,,,,,,,,,,,8.0,,,,,,,,,Red,KO/TKO,Punch,4.0,1:38,998.0,320.0,425.0,169.0,2000.0,625.0,290.0
210,Heavyweight,Fabricio Werdum,Marcin Tybura,-300.0,250,33.33333333,250.0,11/18/2017,"Sydney, New South Wales, Australia", Australia,Red,False,Heavyweight,MALE,5,0,3,0,41.0,0.5025,0.0,1.0,0.3725,3,1,11,0,0,0,1,2,0,0,3,Orthodox,190.5,198.12,249,0,1,0,45.0,0.531428571,0.285714286,0.571428571,0.213571429,6,4,31,3,0,0,3,4,3,0,10,Orthodox,193.04,195.58,231,40,32,0,2,-3,-7,3,-20,-3,-2,-3,-2.54,2.54,8,-4.0,-0.285714286,0.428571429,0,1,8.0,2.0,,,,,2.0,,,,,,,,,,,,,8.0,,,,,,,,,Red,U-DEC,,5.0,5:00,1500.0,220.0,700.0,135.0,2500.0,475.0,500.0
211,Heavyweight,Fabricio Werdum,Walt Harris,-210.0,175,47.61904762,175.0,10/7/2017,"Las Vegas, Nevada, USA", USA,Red,False,Heavyweight,MALE,3,0,2,0,22.57142857,0.364285714,0.142857143,0.0,0.0,2,4,13,0,0,0,0,3,0,0,3,Southpaw,195.58,195.58,250,1,0,0,48.46153846,0.572307692,0.230769231,0.538461538,0.153076923,6,4,30,3,0,0,3,4,2,0,9,Orthodox,193.04,195.58,231,40,34,1,2,-4,-6,0,-17,-3,-1,-2,2.54,0.0,6,-25.89010989,-0.087912088,-0.538461538,0,1,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,Red,SUB,Armbar,1.0,1:05,65.0,405.0,800.0,,,,
212,Heavyweight,Fabricio Werdum,Alistair Overeem,120.0,-140,120.0,71.42857143,7/8/2017,"Las Vegas, Nevada, USA", USA,Blue,False,Heavyweight,MALE,3,0,1,0,35.54545455,0.737272727,0.090909091,0.272727273,0.227272727,4,4,21,1,0,0,2,5,0,0,7,Orthodox,193.04,203.2,265,0,1,0,48.41666667,0.585,0.25,0.5,0.138333333,6,3,27,3,0,0,3,4,2,0,9,Orthodox,193.04,195.58,231,39,37,0,0,-2,-2,-1,-6,-2,1,-2,0.0,7.62,2,-12.87121212,-0.159090909,-0.227272727,0,1,3.0,1.0,,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,Red,M-DEC,,3.0,5:00,900.0,375.0,275.0,550.0,1500.0,380.0,185.0
213,Heavyweight,Fabricio Werdum,Travis Browne,-265.0,225,37.73584906,225.0,9/10/2016,"Cleveland, Ohio, USA", USA,Red,False,Heavyweight,MALE,3,1,0,0,21.92857143,0.480714286,0.142857143,0.714285714,0.344285714,3,5,24,0,0,0,1,7,1,0,9,Orthodox,198.12,200.66,255,1,0,0,45.18181818,0.584545455,0.181818182,0.545454545,0.150909091,6,3,24,3,0,0,2,4,2,0,8,Orthodox,193.04,195.58,231,39,34,0,0,-3,1,-2,0,-3,3,-1,5.08,5.08,5,-23.25324675,-0.038961039,0.168831169,0,1,6.0,1.0,,,,,1.0,,,,,,,,,,,,,6.0,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,225.0,775.0,250.0,2200.0,400.0,250.0
214,Heavyweight,Fabricio Werdum,Stipe Miocic,-185.0,160,54.05405405,160.0,5/14/2016,"Curitiba, Parana, Brazil", Brazil,Blue,True,Heavyweight,MALE,5,0,2,0,54.6,0.514,0.0,1.6,0.382,3,2,26,0,0,0,3,5,0,0,8,Orthodox,193.04,203.2,240,0,6,0,48.2,0.598,0.2,0.6,0.166,6,2,23,2,0,0,2,4,2,0,8,Orthodox,193.04,195.58,231,38,33,0,-4,-3,0,0,3,-2,1,-2,0.0,7.62,5,6.4,-0.2,1.0,0,1,3.0,0.0,,,,,0.0,,,,,,,,4.0,,,,,3.0,,,,,,,,,Red,KO/TKO,Punch,1.0,2:47,167.0,325.0,508.0,250.0,3000.0,305.0,260.0
215,Heavyweight,Fabricio Werdum,Mark Hunt,-430.0,380,23.25581395,380.0,11/15/2014,"Mexico City, Distrito Federal, Mexico", Mexico,Red,True,Heavyweight,MALE,5,0,1,0,35.5,0.43375,0.125,0.75,0.3,4,3,20,0,0,0,1,4,0,0,5,Orthodox,177.8,182.88,265,0,4,0,45.625,0.60875,0.125,0.625,0.16625,4,2,18,0,0,0,2,3,1,0,6,Orthodox,193.04,195.58,231,37,40,0,-3,0,-1,-1,2,0,1,-1,-15.24,-12.7,-3,-10.125,0.0,0.125,0,1,4.0,1.0,,,,,1.0,,,,,,,,,,,,,4.0,,,,,,,,,Red,KO/TKO,Flying Knee,2.0,2:27,447.0,425.0,1250.0,-110.0,3000.0,410.0,375.0
216,Heavyweight,Fabricio Werdum,Travis Browne,200.0,-220,200.0,45.45454545,4/19/2014,"Orlando, Florida, USA", USA,Red,False,Heavyweight,MALE,5,0,3,0,16.66666667,0.514444444,0.222222222,0.777777778,0.351111111,3,2,13,0,0,0,1,5,1,0,7,Orthodox,198.12,200.66,255,0,3,0,34.85714286,0.608571429,0.142857143,0.428571429,0.142857143,3,2,13,0,0,0,1,3,1,0,5,Orthodox,193.04,195.58,231,36,31,0,0,0,2,0,0,0,2,0,5.08,5.08,5,-18.19047619,0.079365079,0.349206349,0,1,3.0,2.0,,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,Red,U-DEC,,5.0,5:00,1500.0,575.0,475.0,400.0,2500.0,700.0,-125.0
217,Heavyweight,Fabricio Werdum,Mike Russow,-475.0,420,21.05263158,420.0,6/23/2012,"Belo Horizonte, Minas Gerais, Brazil", Brazil,Red,False,Heavyweight,MALE,3,0,4,0,17.5,0.4775,0.5,4.25,0.455,4,0,11,0,0,0,2,1,0,1,4,Orthodox,185.42,185.42,255,0,1,0,36.2,0.574,0.0,0.4,0.1,2,2,10,0,0,0,1,2,0,0,3,Orthodox,193.04,195.58,231,34,35,0,3,2,1,2,1,0,0,0,-7.62,-10.16,-1,-18.7,0.5,3.85,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,2:28,148.0,203.0,500.0,,,,
218,Women's Bantamweight,Holly Holm,Irene Aldana,-125.0,103,80.0,103.0,10/3/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,False,Women's Bantamweight,FEMALE,5,0,2,0,6.16,0.38,0.1,0.28,0.5,3,3,22,0,0,1,2,1,1,0,5,Orthodox,175.26,172.72,135,0,1,0,2.75,0.35,0.1,0.5,0.27,3,5,38,5,0,1,3,2,0,0,6,Southpaw,172.72,175.26,135,38,32,0,1,0,-1,-2,-16,-5,-1,1,2.54,-2.54,-6,3.41,0.0,-0.22,1,1,6.0,2.0,,,,2.0,,,,,,,,,,,,,6.0,,,,,,,,,,Red,U-DEC,,,,,150.0,225.0,1400.0,1000.0,550.0,500.0
219,Women's Bantamweight,Holly Holm,Raquel Pennington,-125.0,105,80.0,105.0,1/18/2020,"Las Vegas, Nevada, USA", USA,Red,False,Women's Bantamweight,FEMALE,3,0,1,0,,0.45,0.9,1.14,0.26,4,4,32,1,0,2,3,0,2,0,7,Orthodox,170.18,170.18,135,1,0,0,,0.34,0.1,0.55,0.31,3,5,35,5,0,1,2,2,0,0,5,Southpaw,172.72,175.26,135,38,31,1,1,1,2,1,-3,-4,-2,2,-2.54,-5.08,7,0.0,0.8,0.59,0,1,5.0,3.0,,,,3.0,,,,,,,,,,,,,5.0,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,115.0,170.0,1800.0,1100.0,500.0,1000.0
220,Women's Bantamweight,Holly Holm,Megan Anderson,-145.0,125,68.96551724,125.0,6/9/2018,"Chicago, Illinois, USA", USA,Red,False,Women's Featherweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,145,1,0,0,50.75,0.37625,0.0,0.25,0.25,3,4,31,4,0,1,1,2,0,0,4,Southpaw,172.72,175.26,145,36,28,1,0,-3,-4,4,-31,-4,-2,0,10.16,7.62,8,-50.75,0.0,-0.25,0,1,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,-105.0,260.0,1800.0,1430.0,690.0,472.0
221,Women's Bantamweight,Holly Holm,Bethe Correia,-570.0,435,17.54385965,435.0,6/17/2017,"Kallang, Singapore", Singapore,Red,False,Women's Bantamweight,FEMALE,5,1,0,0,55.85714286,0.497142857,0.0,0.428571429,0.107142857,3,3,18,1,0,2,1,1,0,0,4,Orthodox,165.1,162.56,135,3,0,0,56.16666667,0.391666667,0.0,0.333333333,0.333333333,3,3,23,3,0,1,1,1,0,0,3,Southpaw,172.72,175.26,145,35,33,2,0,0,1,0,-5,-2,0,0,-7.62,-12.7,2,-0.30952381,0.0,0.095238096,0,1,11.0,5.0,,,,5.0,,,,,,,,,,,,,11.0,,,,,,,,,,Red,KO/TKO,Kick,3.0,1:09,669.0,160.0,600.0,1000.0,1500.0,105.0,1350.0
222,Women's Bantamweight,Holly Holm,Germaine de Randamie,100.0,-130,100.0,76.92307692,2/11/2017,"Brooklyn, New York, USA", USA,Blue,True,Women's Featherweight,FEMALE,5,0,2,0,24.5,0.43,0.0,0.0,0.0,2,1,7,0,0,1,0,2,0,0,3,Orthodox,175.26,180.34,135,2,0,0,52.0,0.386,0.0,0.4,0.4,3,2,18,2,0,1,1,1,0,0,3,Southpaw,172.72,175.26,145,35,32,2,2,-1,0,1,-11,-2,1,0,2.54,5.08,3,-27.5,0.0,-0.4,0,1,,,,,,2.0,,,,,,,,,,,,,10.0,,,,,,,,,,neither,U-DEC,,5.0,5:00,1500.0,230.0,250.0,1000.0,1250.0,400.0,250.0
223,Women's Bantamweight,Holly Holm,Valentina Shevchenko,-190.0,165,52.63157895,165.0,7/23/2016,"Chicago, Illinois, USA", USA,Blue,False,Women's Bantamweight,FEMALE,5,1,0,0,30.0,0.565,0.0,2.5,0.72,1,1,6,0,0,1,0,0,0,0,1,Southpaw,165.1,167.64,125,1,0,0,51.5,0.42,0.0,0.5,0.5,3,1,13,2,0,1,1,1,0,0,3,Southpaw,172.72,175.26,145,34,28,0,0,-2,-2,0,-7,-2,-1,0,-7.62,-7.62,6,-21.5,0.0,2.0,0,1,7.0,2.0,,,,2.0,,,,,,,,,,,,,7.0,,,,,,,,,,Red,U-DEC,,5.0,5:00,1500.0,113.0,450.0,1300.0,939.0,423.0,450.0
224,Women's Bantamweight,Holly Holm,Miesha Tate,-300.0,250,33.33333333,250.0,3/5/2016,"Las Vegas, Nevada, USA", USA,Blue,True,Women's Bantamweight,FEMALE,5,0,4,0,35.0,0.468333333,1.5,1.166666667,0.231666667,4,2,18,1,1,0,3,0,0,0,4,Orthodox,167.64,165.1,135,0,3,0,49.0,0.423333333,0.0,0.666666667,0.666666667,3,0,8,1,0,1,1,1,0,0,3,Southpaw,172.72,175.26,145,34,29,0,1,1,1,-2,10,0,-1,0,-5.08,-10.16,5,-14.0,1.5,0.5,0,1,2.0,0.0,,,,0.0,,,,,,,,,13.0,,,,2.0,,,,,,,,,,Red,SUB,Rear Naked Choke,5.0,3:30,1410.0,175.0,600.0,1500.0,500.0,160.0,1000.0
